ID: GO:0005623
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
32971	32975	PREF	CELL	cell
36578	36582	PREF	CELL	cell
38553	38557	PREF	CELL	Cell
40375	40379	PREF	CELL	cell
41156	41160	PREF	CELL	cell
42224	42228	PREF	CELL	cell
42288	42292	PREF	CELL	cell
42606	42610	PREF	CELL	cell
42733	42737	PREF	CELL	Cell
42842	42846	PREF	CELL	cell
43079	43083	PREF	CELL	cell
43965	43969	PREF	CELL	cell
44291	44295	PREF	CELL	cell
44916	44920	PREF	CELL	cell
47213	47217	PREF	CELL	cell
47744	47748	PREF	CELL	cell
47873	47877	PREF	CELL	cell
50435	50439	PREF	CELL	cell
51585	51589	PREF	CELL	cell
52138	52142	PREF	CELL	cell
52769	52773	PREF	CELL	cell
56645	56649	PREF	CELL	cell
56999	57003	PREF	CELL	cell
61224	61228	PREF	CELL	Cell
62889	62893	PREF	CELL	Cell
66665	66669	PREF	CELL	cell
ID: GO:0065007
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
68	78	SYN	REGULATION	Regulation
4907	4917	SYN	REGULATION	regulation
42018	42028	SYN	REGULATION	regulation
42629	42639	SYN	REGULATION	regulation
47275	47285	SYN	REGULATION	regulation
52043	52053	SYN	REGULATION	regulation
ID: GO:0003675
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
150	157	SYN	PROTEIN	protein
1693	1700	SYN	PROTEIN	protein
5610	5617	SYN	PROTEIN	protein
25244	25251	SYN	PROTEIN	protein
34108	34115	SYN	PROTEIN	protein
34892	34899	SYN	PROTEIN	protein
35116	35123	SYN	PROTEIN	protein
38868	38875	SYN	PROTEIN	protein
41764	41771	SYN	PROTEIN	protein
48389	48396	SYN	PROTEIN	protein
65280	65287	SYN	PROTEIN	protein
65388	65395	SYN	PROTEIN	protein
ID: GO:0007049
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
267	277	PREF	CELL CYCLE	cell cycle
3289	3299	PREF	CELL CYCLE	cell cycle
3441	3451	PREF	CELL CYCLE	cell cycle
4202	4212	PREF	CELL CYCLE	cell cycle
4642	4652	PREF	CELL CYCLE	cell cycle
5639	5649	PREF	CELL CYCLE	cell cycle
5839	5849	PREF	CELL CYCLE	cell cycle
6043	6053	PREF	CELL CYCLE	cell cycle
15781	15791	PREF	CELL CYCLE	cell cycle
15838	15848	PREF	CELL CYCLE	cell cycle
16481	16491	PREF	CELL CYCLE	cell cycle
22369	22379	PREF	CELL CYCLE	Cell Cycle
29637	29647	PREF	CELL CYCLE	cell cycle
31846	31856	PREF	CELL CYCLE	cell cycle
38553	38563	PREF	CELL CYCLE	Cell Cycle
40375	40385	PREF	CELL CYCLE	cell cycle
41156	41166	PREF	CELL CYCLE	cell cycle
42224	42234	PREF	CELL CYCLE	cell cycle
42288	42298	PREF	CELL CYCLE	cell cycle
42606	42616	PREF	CELL CYCLE	cell cycle
42842	42852	PREF	CELL CYCLE	cell cycle
43079	43089	PREF	CELL CYCLE	cell cycle
47744	47754	PREF	CELL CYCLE	cell cycle
50435	50445	PREF	CELL CYCLE	cell cycle
52138	52148	PREF	CELL CYCLE	cell cycle
ID: GO:0097194
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
543	552	SYN	APOPTOSIS	apoptosis
2276	2285	SYN	APOPTOSIS	apoptosis
4657	4666	SYN	APOPTOSIS	apoptosis
5103	5112	SYN	APOPTOSIS	apoptosis
5806	5815	SYN	APOPTOSIS	apoptosis
6794	6803	SYN	APOPTOSIS	apoptosis
7017	7026	SYN	APOPTOSIS	apoptosis
7117	7126	SYN	APOPTOSIS	apoptosis
7234	7243	SYN	APOPTOSIS	apoptosis
7360	7369	SYN	APOPTOSIS	apoptosis
9436	9445	SYN	APOPTOSIS	apoptosis
13698	13707	SYN	APOPTOSIS	apoptosis
15796	15805	SYN	APOPTOSIS	apoptosis
18016	18025	SYN	APOPTOSIS	apoptosis
18919	18928	SYN	APOPTOSIS	apoptosis
20429	20438	SYN	APOPTOSIS	apoptosis
22757	22766	SYN	APOPTOSIS	apoptosis
31142	31151	SYN	APOPTOSIS	apoptosis
44588	44597	SYN	APOPTOSIS	apoptosis
44744	44753	SYN	APOPTOSIS	apoptosis
44943	44952	SYN	APOPTOSIS	apoptosis
61395	61404	SYN	APOPTOSIS	apoptosis
61736	61745	SYN	APOPTOSIS	Apoptosis
61979	61988	SYN	APOPTOSIS	apoptosis
ID: GO:0006915
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
543	552	SYN	APOPTOSIS	apoptosis
2276	2285	SYN	APOPTOSIS	apoptosis
4657	4666	SYN	APOPTOSIS	apoptosis
5103	5112	SYN	APOPTOSIS	apoptosis
5806	5815	SYN	APOPTOSIS	apoptosis
6794	6803	SYN	APOPTOSIS	apoptosis
7017	7026	SYN	APOPTOSIS	apoptosis
7117	7126	SYN	APOPTOSIS	apoptosis
7234	7243	SYN	APOPTOSIS	apoptosis
7360	7369	SYN	APOPTOSIS	apoptosis
9436	9445	SYN	APOPTOSIS	apoptosis
13698	13707	SYN	APOPTOSIS	apoptosis
15796	15805	SYN	APOPTOSIS	apoptosis
18016	18025	SYN	APOPTOSIS	apoptosis
18919	18928	SYN	APOPTOSIS	apoptosis
20429	20438	SYN	APOPTOSIS	apoptosis
22757	22766	SYN	APOPTOSIS	apoptosis
31142	31151	SYN	APOPTOSIS	apoptosis
44588	44597	SYN	APOPTOSIS	apoptosis
44744	44753	SYN	APOPTOSIS	apoptosis
44943	44952	SYN	APOPTOSIS	apoptosis
61395	61404	SYN	APOPTOSIS	apoptosis
61736	61745	SYN	APOPTOSIS	Apoptosis
61979	61988	SYN	APOPTOSIS	apoptosis
ID: GO:0000982
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
594	614	SYN	TRANSCRIPTION FACTOR	transcription factor
1786	1806	SYN	TRANSCRIPTION FACTOR	transcription factor
38007	38027	SYN	TRANSCRIPTION FACTOR	transcription factor
ID: GO:0006351
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
594	607	SYN	TRANSCRIPTION	transcription
1786	1799	SYN	TRANSCRIPTION	transcription
1901	1914	SYN	TRANSCRIPTION	transcription
4750	4763	SYN	TRANSCRIPTION	transcription
5880	5893	SYN	TRANSCRIPTION	transcription
5939	5952	SYN	TRANSCRIPTION	transcription
9116	9129	SYN	TRANSCRIPTION	transcription
10350	10363	SYN	TRANSCRIPTION	transcription
17564	17577	SYN	TRANSCRIPTION	transcription
29384	29397	SYN	TRANSCRIPTION	transcription
38007	38020	SYN	TRANSCRIPTION	transcription
44165	44178	SYN	TRANSCRIPTION	transcription
46264	46277	SYN	TRANSCRIPTION	transcription
52250	52263	SYN	TRANSCRIPTION	transcription
53200	53213	SYN	TRANSCRIPTION	transcription
57202	57215	SYN	TRANSCRIPTION	transcription
66540	66553	SYN	TRANSCRIPTION	transcription
ID: GO:0071173
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
1078	1081	SYN	SAC	SAC
1439	1442	SYN	SAC	SAC
10401	10404	SYN	SAC	SAC
10834	10837	SYN	SAC	SAC
11060	11063	SYN	SAC	SAC
22334	22337	SYN	SAC	SAC
24730	24733	SYN	SAC	SAC
24987	24990	SYN	SAC	SAC
25322	25325	SYN	SAC	SAC
25648	25651	SYN	SAC	SAC
25775	25778	SYN	SAC	SAC
26146	26149	SYN	SAC	SAC
26212	26215	SYN	SAC	SAC
26231	26234	SYN	SAC	SAC
26440	26443	SYN	SAC	SAC
26794	26797	SYN	SAC	SAC
27704	27707	SYN	SAC	SAC
27936	27939	SYN	SAC	SAC
28147	28150	SYN	SAC	SAC
28269	28272	SYN	SAC	SAC
28362	28365	SYN	SAC	SAC
29183	29186	SYN	SAC	SAC
29528	29531	SYN	SAC	SAC
29829	29832	SYN	SAC	SAC
29949	29952	SYN	SAC	SAC
30225	30228	SYN	SAC	SAC
30509	30512	SYN	SAC	SAC
30590	30593	SYN	SAC	SAC
31506	31509	SYN	SAC	SAC
32367	32370	SYN	SAC	SAC
33757	33760	SYN	SAC	SAC
34069	34072	SYN	SAC	SAC
34326	34329	SYN	SAC	SAC
34522	34525	SYN	SAC	SAC
38172	38175	SYN	SAC	SAC
40181	40184	SYN	SAC	SAC
40274	40277	SYN	SAC	SAC
40677	40680	SYN	SAC	SAC
41304	41307	SYN	SAC	SAC
41398	41401	SYN	SAC	SAC
42258	42261	SYN	SAC	SAC
42550	42553	SYN	SAC	SAC
45588	45591	SYN	SAC	SAC
45877	45880	SYN	SAC	SAC
46549	46552	SYN	SAC	SAC
47062	47065	SYN	SAC	SAC
47289	47292	SYN	SAC	SAC
47412	47415	SYN	SAC	SAC
47561	47564	SYN	SAC	SAC
47656	47659	SYN	SAC	SAC
48467	48470	SYN	SAC	SAC
48595	48598	SYN	SAC	SAC
48737	48740	SYN	SAC	SAC
49849	49852	SYN	SAC	SAC
50278	50281	SYN	SAC	SAC
51817	51820	SYN	SAC	SAC
51857	51860	SYN	SAC	SAC
64774	64777	SYN	SAC	SAC
66102	66105	SYN	SAC	SAC
ID: GO:0035003
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
1078	1081	SYN	SAC	SAC
1439	1442	SYN	SAC	SAC
10401	10404	SYN	SAC	SAC
10834	10837	SYN	SAC	SAC
11060	11063	SYN	SAC	SAC
22334	22337	SYN	SAC	SAC
24730	24733	SYN	SAC	SAC
24987	24990	SYN	SAC	SAC
25322	25325	SYN	SAC	SAC
25648	25651	SYN	SAC	SAC
25775	25778	SYN	SAC	SAC
26146	26149	SYN	SAC	SAC
26212	26215	SYN	SAC	SAC
26231	26234	SYN	SAC	SAC
26440	26443	SYN	SAC	SAC
26794	26797	SYN	SAC	SAC
27704	27707	SYN	SAC	SAC
27936	27939	SYN	SAC	SAC
28147	28150	SYN	SAC	SAC
28269	28272	SYN	SAC	SAC
28362	28365	SYN	SAC	SAC
29183	29186	SYN	SAC	SAC
29528	29531	SYN	SAC	SAC
29829	29832	SYN	SAC	SAC
29949	29952	SYN	SAC	SAC
30225	30228	SYN	SAC	SAC
30509	30512	SYN	SAC	SAC
30590	30593	SYN	SAC	SAC
31506	31509	SYN	SAC	SAC
32367	32370	SYN	SAC	SAC
33757	33760	SYN	SAC	SAC
34069	34072	SYN	SAC	SAC
34326	34329	SYN	SAC	SAC
34522	34525	SYN	SAC	SAC
38172	38175	SYN	SAC	SAC
40181	40184	SYN	SAC	SAC
40274	40277	SYN	SAC	SAC
40677	40680	SYN	SAC	SAC
41304	41307	SYN	SAC	SAC
41398	41401	SYN	SAC	SAC
42258	42261	SYN	SAC	SAC
42550	42553	SYN	SAC	SAC
45588	45591	SYN	SAC	SAC
45877	45880	SYN	SAC	SAC
46549	46552	SYN	SAC	SAC
47062	47065	SYN	SAC	SAC
47289	47292	SYN	SAC	SAC
47412	47415	SYN	SAC	SAC
47561	47564	SYN	SAC	SAC
47656	47659	SYN	SAC	SAC
48467	48470	SYN	SAC	SAC
48595	48598	SYN	SAC	SAC
48737	48740	SYN	SAC	SAC
49849	49852	SYN	SAC	SAC
50278	50281	SYN	SAC	SAC
51817	51820	SYN	SAC	SAC
51857	51860	SYN	SAC	SAC
64774	64777	SYN	SAC	SAC
66102	66105	SYN	SAC	SAC
ID: GO:0051726
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
1720	1736	SYN	TUMOR SUPPRESSOR	tumor suppressor
ID: GO:0008181
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
1720	1736	SYN	TUMOR SUPPRESSOR	tumor suppressor
ID: GO:0030154
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
2644	2664	PREF	CELL DIFFERENTIATION	cell differentiation
ID: GO:0022008
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
2942	2954	PREF	NEUROGENESIS	neurogenesis
10720	10732	PREF	NEUROGENESIS	neurogenesis
46066	46078	PREF	NEUROGENESIS	neurogenesis
52317	52329	PREF	NEUROGENESIS	neurogenesis
ID: GO:0032502
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
2960	2971	SYN	DEVELOPMENT	development
3355	3366	SYN	DEVELOPMENT	development
4044	4055	SYN	DEVELOPMENT	development
4580	4591	SYN	DEVELOPMENT	Development
10405	10416	SYN	DEVELOPMENT	development
13079	13090	SYN	DEVELOPMENT	development
24470	24481	SYN	DEVELOPMENT	development
36770	36781	SYN	DEVELOPMENT	development
40412	40423	SYN	DEVELOPMENT	development
45398	45409	SYN	DEVELOPMENT	development
45926	45937	SYN	DEVELOPMENT	development
ID: GO:0048468
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
3187	3211	SYN	TERMINAL DIFFERENTIATION	terminal differentiation
31878	31902	SYN	TERMINAL DIFFERENTIATION	terminal differentiation
47179	47203	SYN	TERMINAL DIFFERENTIATION	terminal differentiation
ID: GO:0043904
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
3851	3854	SYN	IPL	IPL
4337	4340	SYN	IPL	IPL
17201	17204	SYN	IPL	IPL
22970	22973	SYN	IPL	IPL
23033	23036	SYN	IPL	IPL
23111	23114	SYN	IPL	IPL
24176	24179	SYN	IPL	IPL
24536	24539	SYN	IPL	IPL
24665	24668	SYN	IPL	IPL
26032	26035	SYN	IPL	IPL
33718	33721	SYN	IPL	IPL
35343	35346	SYN	IPL	IPL
64521	64524	SYN	IPL	IPL
64867	64870	SYN	IPL	IPL
ID: GO:0008219
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
4002	4012	PREF	CELL DEATH	Cell Death
14236	14246	PREF	CELL DEATH	cell death
28115	28125	PREF	CELL DEATH	cell death
28346	28356	PREF	CELL DEATH	cell death
30482	30492	PREF	CELL DEATH	cell death
61224	61234	PREF	CELL DEATH	Cell Death
62889	62899	PREF	CELL DEATH	Cell Death
ID: GO:0060041
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
4036	4055	SYN	RETINAL DEVELOPMENT	Retinal development
24462	24481	SYN	RETINAL DEVELOPMENT	retinal development
40404	40423	SYN	RETINAL DEVELOPMENT	retinal development
ID: GO:0051320
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
5071	5078	SYN	S-PHASE	S-phase
12845	12852	SYN	S-PHASE	S-phase
13317	13324	SYN	S-PHASE	S-phase
49441	49448	SYN	S-PHASE	S-phase
54722	54729	SYN	S-PHASE	S-phase
56860	56867	SYN	S-PHASE	S-phase
61363	61370	SYN	S-PHASE	S-phase
61933	61940	SYN	S-PHASE	S-phase
ID: GO:0005488
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
5853	5860	PREF	BINDING	binding
48993	49000	PREF	BINDING	binding
49038	49045	PREF	BINDING	binding
52967	52974	PREF	BINDING	binding
ID: GO:0005574
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
6085	6088	SYN	DNA	DNA
12364	12367	SYN	DNA	DNA
48989	48992	SYN	DNA	DNA
57387	57390	SYN	DNA	DNA
57438	57441	SYN	DNA	DNA
58622	58625	SYN	DNA	DNA
61513	61516	SYN	DNA	DNA
ID: GO:0016458
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
6709	6723	PREF	GENE SILENCING	gene silencing
ID: GO:0051179
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
8358	8370	PREF	LOCALIZATION	localization
36241	36253	PREF	LOCALIZATION	Localization
38412	38424	PREF	LOCALIZATION	localization
40974	40986	PREF	LOCALIZATION	localization
49672	49684	PREF	LOCALIZATION	localization
49875	49887	PREF	LOCALIZATION	localization
ID: GO:0009653
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
9270	9283	SYN	MORPHOGENESIS	morphogenesis
ID: GO:0051301
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
12108	12121	PREF	CELL DIVISION	cell division
28727	28740	PREF	CELL DIVISION	cell division
42733	42746	PREF	CELL DIVISION	Cell Division
44916	44929	PREF	CELL DIVISION	cell division
ID: GO:0071897
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
12364	12377	SYN	DNA SYNTHESIS	DNA synthesis
61513	61526	SYN	DNA SYNTHESIS	DNA synthesis
ID: GO:0009058
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
12368	12377	SYN	SYNTHESIS	synthesis
27667	27676	SYN	SYNTHESIS	synthesis
45832	45841	SYN	SYNTHESIS	synthesis
57558	57567	SYN	SYNTHESIS	synthesis
61517	61526	SYN	SYNTHESIS	synthesis
ID: GO:0000278
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
13329	13336	SYN	MITOSIS	mitosis
27877	27884	SYN	MITOSIS	mitosis
28103	28110	SYN	MITOSIS	mitosis
28222	28229	SYN	MITOSIS	mitosis
28337	28344	SYN	MITOSIS	mitosis
29903	29910	SYN	MITOSIS	mitosis
30082	30089	SYN	MITOSIS	mitosis
46095	46102	SYN	MITOSIS	mitosis
46951	46958	SYN	MITOSIS	mitosis
62321	62328	SYN	MITOSIS	Mitosis
ID: GO:0007067
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
13329	13336	SYN	MITOSIS	mitosis
27877	27884	SYN	MITOSIS	mitosis
28103	28110	SYN	MITOSIS	mitosis
28222	28229	SYN	MITOSIS	mitosis
28337	28344	SYN	MITOSIS	mitosis
29903	29910	SYN	MITOSIS	mitosis
30082	30089	SYN	MITOSIS	mitosis
46095	46102	SYN	MITOSIS	mitosis
46951	46958	SYN	MITOSIS	mitosis
62321	62328	SYN	MITOSIS	Mitosis
ID: GO:0023052
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
19825	19835	SYN	SIGNALLING	signalling
ID: GO:0045202
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
24504	24511	PREF	SYNAPSE	synapse
24627	24634	PREF	SYNAPSE	synapse
ID: GO:0008021
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
25227	25243	PREF	SYNAPTIC VESICLE	synaptic vesicle
ID: GO:0031982
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
25236	25243	PREF	VESICLE	vesicle
ID: GO:0006810
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
26266	26275	PREF	TRANSPORT	transport
27111	27120	PREF	TRANSPORT	transport
27691	27700	PREF	TRANSPORT	transport
45846	45855	PREF	TRANSPORT	transport
ID: GO:0044297
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
27301	27310	PREF	CELL BODY	cell body
ID: GO:0045101
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
35705	35709	SYN	GFAP	Gfap
ID: GO:0019815
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
36372	36380	SYN	ANTIBODY	antibody
36810	36818	SYN	ANTIBODY	antibody
54895	54903	SYN	ANTIBODY	antibody
59210	59218	SYN	ANTIBODY	antibody
59450	59458	SYN	ANTIBODY	antibody
ID: GO:0042571
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
36372	36380	SYN	ANTIBODY	antibody
36810	36818	SYN	ANTIBODY	antibody
54895	54903	SYN	ANTIBODY	antibody
59210	59218	SYN	ANTIBODY	antibody
59450	59458	SYN	ANTIBODY	antibody
ID: GO:0003823
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
36372	36380	SYN	ANTIBODY	antibody
36810	36818	SYN	ANTIBODY	antibody
54895	54903	SYN	ANTIBODY	antibody
59210	59218	SYN	ANTIBODY	antibody
59450	59458	SYN	ANTIBODY	antibody
ID: GO:0022623
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
36801	36804	SYN	PAN	pan
ID: GO:0005737
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
37846	37855	PREF	CYTOPLASM	cytoplasm
40467	40476	PREF	CYTOPLASM	cytoplasm
50009	50018	PREF	CYTOPLASM	cytoplasm
52300	52309	PREF	CYTOPLASM	cytoplasm
ID: GO:0000279
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
40151	40158	SYN	M-PHASE	M-phase
56869	56876	SYN	M-PHASE	M-phase
62457	62464	SYN	M-PHASE	M-phase
ID: GO:0005634
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
40481	40488	PREF	NUCLEUS	nucleus
49998	50005	PREF	NUCLEUS	nucleus
52288	52295	PREF	NUCLEUS	nucleus
ID: GO:0004693
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
41054	41057	SYN	CDK	Cdk
ID: GO:0003899
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
41569	41582	SYN	TRANSCRIPTASE	transcriptase
66974	66987	SYN	TRANSCRIPTASE	transcriptase
ID: GO:0034062
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
41569	41582	SYN	TRANSCRIPTASE	transcriptase
66974	66987	SYN	TRANSCRIPTASE	transcriptase
ID: GO:0003968
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
41569	41582	SYN	TRANSCRIPTASE	transcriptase
66974	66987	SYN	TRANSCRIPTASE	transcriptase
ID: GO:0005562
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
41643	41646	SYN	RNA	RNA
41718	41721	SYN	RNA	RNA
57178	57181	SYN	RNA	RNA
57231	57234	SYN	RNA	RNA
57516	57519	SYN	RNA	RNA
ID: GO:1901987
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
42606	42624	SYN	CELL CYCLE CONTROL	cell cycle control
ID: GO:0048469
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
43965	43980	PREF	CELL MATURATION	cell maturation
ID: GO:2000144
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
49014	49029	SYN	TRANSACTIVATION	transactivation
ID: GO:0000785
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
53089	53098	PREF	CHROMATIN	chromatin
ID: GO:0004201
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
54632	54635	SYN	ICE	ice
ID: GO:0001171
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
57194	57215	PREF	REVERSE TRANSCRIPTION	reverse transcription
ID: GO:0007586
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
57354	57363	PREF	DIGESTION	digestion
ID: GO:0005020
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
58975	58978	SYN	KIT	Kit
