ID: GO:0070828
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
17007	17022	PREF	HETEROCHROMATIN	eterochromatin
17332	17347	PREF	HETEROCHROMATIN	eterochromatin
18192	18207	PREF	HETEROCHROMATIN	eterochromatin
18789	18804	PREF	HETEROCHROMATIN	eterochromatin
19010	19025	PREF	HETEROCHROMATIN	eterochromatin
19313	19328	PREF	HETEROCHROMATIN	eterochromatin
19508	19523	PREF	HETEROCHROMATIN	eterochromatin
19947	19962	PREF	HETEROCHROMATIN	eterochromatin
20164	20179	PREF	HETEROCHROMATIN	eterochromatin
20772	20787	PREF	HETEROCHROMATIN	eterochromatin
21113	21128	PREF	HETEROCHROMATIN	eterochromatin
21189	21204	PREF	HETEROCHROMATIN	eterochromatin
21592	21607	PREF	HETEROCHROMATIN	eterochromatin
21691	21706	PREF	HETEROCHROMATIN	eterochromatin
22231	22246	PREF	HETEROCHROMATIN	eterochromatin
22410	22425	PREF	HETEROCHROMATIN	eterochromatin
22597	22612	PREF	HETEROCHROMATIN	eterochromatin
22782	22797	PREF	HETEROCHROMATIN	eterochromatin
22892	22907	PREF	HETEROCHROMATIN	eterochromatin
23063	23078	PREF	HETEROCHROMATIN	eterochromatin
23310	23325	PREF	HETEROCHROMATIN	eterochromatin
23522	23537	PREF	HETEROCHROMATIN	eterochromatin
23665	23680	PREF	HETEROCHROMATIN	eterochromatin
23813	23828	PREF	HETEROCHROMATIN	eterochromatin
24027	24042	PREF	HETEROCHROMATIN	eterochromatin
24722	24737	PREF	HETEROCHROMATIN	eterochromatin
32650	32665	PREF	HETEROCHROMATIN	eterochromatin
34054	34069	PREF	HETEROCHROMATIN	eterochromatin
35770	35785	PREF	HETEROCHROMATIN	eterochromatin
36043	36058	PREF	HETEROCHROMATIN	eterochromatin
36250	36265	PREF	HETEROCHROMATIN	eterochromatin
36590	36605	PREF	HETEROCHROMATIN	eterochromatin
36903	36918	PREF	HETEROCHROMATIN	eterochromatin
37255	37270	PREF	HETEROCHROMATIN	eterochromatin
37818	37833	PREF	HETEROCHROMATIN	eterochromatin
39109	39124	PREF	HETEROCHROMATIN	eterochromatin
41285	41300	PREF	HETEROCHROMATIN	eterochromatin
41701	41716	PREF	HETEROCHROMATIN	eterochromatin
41821	41836	PREF	HETEROCHROMATIN	eterochromatin
ID: GO:0032502
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
107	118	SYN	DEVELOPMENT	evelopment
377	388	SYN	DEVELOPMENT	evelopment
1146	1157	SYN	DEVELOPMENT	evelopment
3222	3233	SYN	DEVELOPMENT	evelopment
3726	3737	SYN	DEVELOPMENT	evelopment
4015	4026	SYN	DEVELOPMENT	evelopment
5297	5308	SYN	DEVELOPMENT	evelopment
5446	5457	SYN	DEVELOPMENT	evelopment
8531	8542	SYN	DEVELOPMENT	evelopment
9293	9304	SYN	DEVELOPMENT	evelopment
18595	18606	SYN	DEVELOPMENT	evelopment
18826	18837	SYN	DEVELOPMENT	evelopment
24406	24417	SYN	DEVELOPMENT	evelopment
ID: GO:0000785
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
120	129	PREF	CHROMATIN	hromatin
248	257	PREF	CHROMATIN	hromatin
317	326	PREF	CHROMATIN	hromatin
1799	1808	PREF	CHROMATIN	hromatin
2373	2382	PREF	CHROMATIN	hromatin
2505	2514	PREF	CHROMATIN	hromatin
2733	2742	PREF	CHROMATIN	hromatin
3104	3113	PREF	CHROMATIN	hromatin
3547	3556	PREF	CHROMATIN	hromatin
3649	3658	PREF	CHROMATIN	hromatin
3834	3843	PREF	CHROMATIN	hromatin
3974	3983	PREF	CHROMATIN	hromatin
4060	4069	PREF	CHROMATIN	hromatin
4318	4327	PREF	CHROMATIN	hromatin
4537	4546	PREF	CHROMATIN	hromatin
7558	7567	PREF	CHROMATIN	hromatin
7734	7743	PREF	CHROMATIN	hromatin
11539	11548	PREF	CHROMATIN	hromatin
14638	14647	PREF	CHROMATIN	hromatin
14892	14901	PREF	CHROMATIN	hromatin
15022	15031	PREF	CHROMATIN	hromatin
15299	15308	PREF	CHROMATIN	hromatin
16582	16591	PREF	CHROMATIN	hromatin
16644	16653	PREF	CHROMATIN	hromatin
20025	20034	PREF	CHROMATIN	hromatin
20092	20101	PREF	CHROMATIN	hromatin
21795	21804	PREF	CHROMATIN	hromatin
21971	21980	PREF	CHROMATIN	hromatin
22110	22119	PREF	CHROMATIN	hromatin
22523	22532	PREF	CHROMATIN	hromatin
24374	24383	PREF	CHROMATIN	hromatin
24587	24596	PREF	CHROMATIN	hromatin
29296	29305	PREF	CHROMATIN	hromatin
30154	30163	PREF	CHROMATIN	hromatin
30561	30570	PREF	CHROMATIN	hromatin
30644	30653	PREF	CHROMATIN	hromatin
33597	33606	PREF	CHROMATIN	hromatin
33631	33640	PREF	CHROMATIN	hromatin
ID: GO:0031497
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
248	266	PREF	CHROMATIN ASSEMBLY	hromatin assembly
317	335	PREF	CHROMATIN ASSEMBLY	hromatin assembly
1799	1817	PREF	CHROMATIN ASSEMBLY	hromatin assembly
2505	2523	PREF	CHROMATIN ASSEMBLY	hromatin assembly
2733	2751	PREF	CHROMATIN ASSEMBLY	hromatin assembly
3974	3992	PREF	CHROMATIN ASSEMBLY	hromatin assembly
4060	4078	PREF	CHROMATIN ASSEMBLY	hromatin assembly
4537	4555	PREF	CHROMATIN ASSEMBLY	hromatin assembly
24587	24605	PREF	CHROMATIN ASSEMBLY	hromatin assembly
33597	33615	PREF	CHROMATIN ASSEMBLY	hromatin assembly
ID: GO:0003904
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
360	363	SYN	PRE	re
3205	3208	SYN	PRE	re
3709	3712	SYN	PRE	re
8514	8517	SYN	PRE	re
9276	9279	SYN	PRE	re
10222	10225	SYN	PRE	re
23329	23332	SYN	PRE	re
ID: GO:0005623
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
576	580	PREF	CELL	ell
832	836	PREF	CELL	ell
883	887	PREF	CELL	ell
1021	1025	PREF	CELL	ell
2328	2332	PREF	CELL	ell
3151	3155	PREF	CELL	ell
6849	6853	PREF	CELL	ell
6966	6970	PREF	CELL	ell
7066	7070	PREF	CELL	ell
7972	7976	PREF	CELL	ell
8007	8011	PREF	CELL	ell
8249	8253	PREF	CELL	ell
8261	8265	PREF	CELL	ell
8560	8564	PREF	CELL	ell
8658	8662	PREF	CELL	ell
9167	9171	PREF	CELL	ell
9415	9419	PREF	CELL	ell
9565	9569	PREF	CELL	ell
10484	10488	PREF	CELL	ell
11797	11801	PREF	CELL	ell
12175	12179	PREF	CELL	ell
12701	12705	PREF	CELL	ell
15988	15992	PREF	CELL	ell
16052	16056	PREF	CELL	ell
16336	16340	PREF	CELL	ell
18556	18560	PREF	CELL	ell
18656	18660	PREF	CELL	ell
19114	19118	PREF	CELL	ell
19247	19251	PREF	CELL	ell
19265	19269	PREF	CELL	ell
19695	19699	PREF	CELL	ell
23423	23427	PREF	CELL	ell
23544	23548	PREF	CELL	ell
23590	23594	PREF	CELL	ell
23937	23941	PREF	CELL	ell
24073	24077	PREF	CELL	ell
27382	27386	PREF	CELL	ell
27529	27533	PREF	CELL	ell
32396	32400	PREF	CELL	ell
33230	33234	PREF	CELL	ell
33847	33851	PREF	CELL	ell
35342	35346	PREF	CELL	ell
36480	36484	PREF	CELL	ell
38602	38606	PREF	CELL	ell
38736	38740	PREF	CELL	ell
ID: GO:0006997
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
663	683	SYN	NUCLEAR ORGANIZATION	uclear organization
7139	7159	SYN	NUCLEAR ORGANIZATION	uclear organization
8442	8462	SYN	NUCLEAR ORGANIZATION	uclear organization
10144	10164	SYN	NUCLEAR ORGANIZATION	uclear organization
10959	10979	SYN	NUCLEAR ORGANIZATION	uclear organization
18765	18785	SYN	NUCLEAR ORGANIZATION	uclear organization
19484	19504	SYN	NUCLEAR ORGANIZATION	uclear organization
21054	21074	SYN	NUCLEAR ORGANIZATION	uclear organization
22374	22394	SYN	NUCLEAR ORGANIZATION	uclear organization
22560	22580	SYN	NUCLEAR ORGANIZATION	uclear organization
23386	23406	SYN	NUCLEAR ORGANIZATION	uclear organization
23498	23518	SYN	NUCLEAR ORGANIZATION	uclear organization
24131	24151	SYN	NUCLEAR ORGANIZATION	uclear organization
ID: GO:0016246
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
1213	1229	PREF	RNA INTERFERENCE	NA interference
5513	5529	PREF	RNA INTERFERENCE	NA interference
5531	5535	SYN	RNAI	NAi
9724	9728	SYN	RNAI	NAi
9854	9858	SYN	RNAI	NAi
10415	10419	SYN	RNAI	NAi
11931	11935	SYN	RNAI	NAi
13365	13369	SYN	RNAI	NAi
15101	15105	SYN	RNAI	NAi
16018	16022	SYN	RNAI	NAi
16305	16309	SYN	RNAI	NAi
25956	25960	SYN	RNAI	NAi
25966	25970	SYN	RNAI	NAi
26828	26832	SYN	RNAI	NAi
27147	27151	SYN	RNAI	NAi
27495	27499	SYN	RNAI	NAi
31553	31557	SYN	RNAI	NAi
31672	31676	SYN	RNAI	NAi
32176	32180	SYN	RNAI	NAi
32315	32319	SYN	RNAI	NAi
32791	32795	SYN	RNAI	NAi
36660	36664	SYN	RNAI	NAi
ID: GO:0005562
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
1213	1216	SYN	RNA	NA
5513	5516	SYN	RNA	NA
26423	26426	SYN	RNA	NA
26524	26527	SYN	RNA	NA
26595	26598	SYN	RNA	NA
33902	33905	SYN	RNA	NA
ID: GO:0005721
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
1304	1331	PREF	PERICENTRIC HETEROCHROMATIN	ericentric heterochromatin
1465	1492	PREF	PERICENTRIC HETEROCHROMATIN	ericentric heterochromatin
4929	4956	PREF	PERICENTRIC HETEROCHROMATIN	ericentric heterochromatin
7233	7260	PREF	PERICENTRIC HETEROCHROMATIN	ericentric heterochromatin
7483	7510	PREF	PERICENTRIC HETEROCHROMATIN	ericentric heterochromatin
13414	13441	PREF	PERICENTRIC HETEROCHROMATIN	ericentric heterochromatin
14133	14160	PREF	PERICENTRIC HETEROCHROMATIN	ericentric heterochromatin
14444	14471	PREF	PERICENTRIC HETEROCHROMATIN	ericentric heterochromatin
15450	15477	PREF	PERICENTRIC HETEROCHROMATIN	ericentric heterochromatin
15783	15810	PREF	PERICENTRIC HETEROCHROMATIN	ericentric heterochromatin
16995	17022	PREF	PERICENTRIC HETEROCHROMATIN	ericentric heterochromatin
17320	17347	PREF	PERICENTRIC HETEROCHROMATIN	ericentric heterochromatin
21101	21128	PREF	PERICENTRIC HETEROCHROMATIN	ericentric heterochromatin
22398	22425	PREF	PERICENTRIC HETEROCHROMATIN	ericentric heterochromatin
39097	39124	PREF	PERICENTRIC HETEROCHROMATIN	ericentric Heterochromatin
41273	41300	PREF	PERICENTRIC HETEROCHROMATIN	ericentric Heterochromatin
41689	41716	PREF	PERICENTRIC HETEROCHROMATIN	ericentric Heterochromatin
41809	41836	PREF	PERICENTRIC HETEROCHROMATIN	ericentric heterochromatin
ID: GO:0016571
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
1423	1442	PREF	HISTONE METHYLATION	istone methylation
ID: GO:0032259
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
1431	1442	PREF	METHYLATION	ethylation
3467	3478	PREF	METHYLATION	ethylation
15836	15847	PREF	METHYLATION	ethylation
16067	16078	PREF	METHYLATION	ethylation
16471	16482	PREF	METHYLATION	ethylation
24500	24511	PREF	METHYLATION	ethylation
41258	41269	PREF	METHYLATION	ethylation
ID: GO:0005574
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
2079	2082	SYN	DNA	NA
2435	2438	SYN	DNA	NA
3463	3466	SYN	DNA	NA
4211	4214	SYN	DNA	NA
4237	4240	SYN	DNA	NA
4353	4356	SYN	DNA	NA
4465	4468	SYN	DNA	NA
12282	12285	SYN	DNA	NA
12826	12829	SYN	DNA	NA
14567	14570	SYN	DNA	NA
15828	15831	SYN	DNA	NA
16063	16066	SYN	DNA	NA
16467	16470	SYN	DNA	NA
16686	16689	SYN	DNA	NA
17198	17201	SYN	DNA	NA
18460	18463	SYN	DNA	NA
18690	18693	SYN	DNA	NA
18906	18909	SYN	DNA	NA
23018	23021	SYN	DNA	NA
24496	24499	SYN	DNA	NA
24936	24939	SYN	DNA	NA
28825	28828	SYN	DNA	NA
30795	30798	SYN	DNA	NA
32608	32611	SYN	DNA	NA
34506	34509	SYN	DNA	NA
35542	35545	SYN	DNA	NA
37220	37223	SYN	DNA	NA
37519	37522	SYN	DNA	NA
37766	37769	SYN	DNA	NA
37874	37877	SYN	DNA	NA
38799	38802	SYN	DNA	NA
39253	39256	SYN	DNA	NA
39331	39334	SYN	DNA	NA
40995	40998	SYN	DNA	NA
41103	41106	SYN	DNA	NA
41115	41118	SYN	DNA	NA
41352	41355	SYN	DNA	NA
41537	41540	SYN	DNA	NA
41984	41987	SYN	DNA	NA
42451	42454	SYN	DNA	NA
42522	42525	SYN	DNA	NA
ID: GO:0019013
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
2098	2102	SYN	CORE	ore
ID: GO:0065007
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
2223	2233	SYN	REGULATION	egulation
ID: GO:0005634
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
3025	3032	PREF	NUCLEUS	ucleus
8768	8775	PREF	NUCLEUS	ucleus
10069	10076	PREF	NUCLEUS	ucleus
12666	12673	PREF	NUCLEUS	ucleus
13232	13239	PREF	NUCLEUS	ucleus
13933	13940	PREF	NUCLEUS	ucleus
32102	32109	PREF	NUCLEUS	ucleus
35679	35686	PREF	NUCLEUS	ucleus
35943	35950	PREF	NUCLEUS	ucleus
36379	36386	PREF	NUCLEUS	ucleus
36463	36470	PREF	NUCLEUS	ucleus
40123	40130	PREF	NUCLEUS	ucleus
ID: GO:0010467
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
3316	3331	PREF	GENE EXPRESSION	ene expression
24170	24185	PREF	GENE EXPRESSION	ene expression
24271	24286	PREF	GENE EXPRESSION	ene expression
ID: GO:0006306
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
3463	3478	PREF	DNA METHYLATION	NA methylation
16063	16078	PREF	DNA METHYLATION	NA methylation
16467	16482	PREF	DNA METHYLATION	NA methylation
24496	24511	PREF	DNA METHYLATION	NA methylation
ID: GO:0006338
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
3649	3669	PREF	CHROMATIN REMODELING	hromatin remodeling
3834	3854	PREF	CHROMATIN REMODELING	hromatin remodeling
ID: GO:0006334
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
3892	3911	PREF	NUCLEOSOME ASSEMBLY	ucleosome assembly
4385	4402	SYN	HISTONE CHAPERONE	istone chaperone
5170	5187	SYN	HISTONE CHAPERONE	istone chaperone
ID: GO:0000786
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
3892	3902	PREF	NUCLEOSOME	ucleosome
ID: GO:0006281
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
4237	4247	PREF	DNA REPAIR	NA repair
ID: GO:0071897
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
4353	4366	SYN	DNA SYNTHESIS	NA synthesis
4465	4478	SYN	DNA SYNTHESIS	NA synthesis
14567	14580	SYN	DNA SYNTHESIS	NA synthesis
ID: GO:0009058
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
4357	4366	SYN	SYNTHESIS	ynthesis
4469	4478	SYN	SYNTHESIS	ynthesis
5045	5054	SYN	FORMATION	ormation
14571	14580	SYN	SYNTHESIS	ynthesis
38375	38384	SYN	FORMATION	ormation
ID: GO:0043486
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
4385	4402	SYN	HISTONE CHAPERONE	istone chaperone
5170	5187	SYN	HISTONE CHAPERONE	istone chaperone
ID: GO:0003675
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
4658	4665	SYN	PROTEIN	rotein
4712	4719	SYN	PROTEIN	rotein
6918	6925	SYN	PROTEIN	rotein
7007	7014	SYN	PROTEIN	rotein
9327	9334	SYN	PROTEIN	rotein
11067	11074	SYN	PROTEIN	rotein
23210	23217	SYN	PROTEIN	rotein
30738	30745	SYN	PROTEIN	rotein
34185	34192	SYN	PROTEIN	rotein
ID: GO:0008327
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
4686	4704	PREF	METHYL-CPG BINDING	ethyl-CpG binding
ID: GO:0005488
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
4697	4704	PREF	BINDING	inding
ID: GO:0051320
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
4973	4980	PREF	S PHASE	 phase
11851	11858	PREF	S PHASE	 phase
35229	35236	PREF	S PHASE	 phase
ID: GO:0051325
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
7343	7353	PREF	INTERPHASE	nterphase
13221	13231	PREF	INTERPHASE	nterphase
39214	39224	PREF	INTERPHASE	nterphase
ID: GO:0051179
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
8297	8309	PREF	LOCALIZATION	ocalization
8876	8888	PREF	LOCALIZATION	ocalization
15596	15608	PREF	LOCALIZATION	ocalization
19541	19553	PREF	LOCALIZATION	ocalization
39061	39073	PREF	LOCALIZATION	ocalization
ID: GO:0034399
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
8971	8988	PREF	NUCLEAR PERIPHERY	uclear periphery
13755	13772	PREF	NUCLEAR PERIPHERY	uclear periphery
36005	36022	PREF	NUCLEAR PERIPHERY	uclear periphery
39997	40014	PREF	NUCLEAR PERIPHERY	uclear periphery
ID: GO:0008285
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
10470	10502	SYN	INHIBITION OF CELL PROLIFERATION	nhibition of cell proliferation
ID: GO:0008283
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
10484	10502	PREF	CELL PROLIFERATION	ell proliferation
ID: GO:0019815
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
11017	11025	SYN	ANTIBODY	ntibody
30520	30528	SYN	ANTIBODY	ntibody
31992	32000	SYN	ANTIBODY	ntibody
33356	33364	SYN	ANTIBODY	ntibody
42020	42028	SYN	ANTIBODY	ntibody
ID: GO:0042571
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
11017	11025	SYN	ANTIBODY	ntibody
30520	30528	SYN	ANTIBODY	ntibody
31992	32000	SYN	ANTIBODY	ntibody
33356	33364	SYN	ANTIBODY	ntibody
42020	42028	SYN	ANTIBODY	ntibody
ID: GO:0003823
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
11017	11025	SYN	ANTIBODY	ntibody
30520	30528	SYN	ANTIBODY	ntibody
31992	32000	SYN	ANTIBODY	ntibody
33356	33364	SYN	ANTIBODY	ntibody
42020	42028	SYN	ANTIBODY	ntibody
ID: GO:0003892
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
12155	12159	SYN	PCNA	CNA
12161	12195	SYN	PROLIFERATING CELL NUCLEAR ANTIGEN	roliferating cell nuclear antigen
28195	28199	SYN	PCNA	CNA
38322	38326	SYN	PCNA	CNA
38534	38538	SYN	PCNA	CNA
ID: GO:0006260
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
12282	12297	PREF	DNA REPLICATION	NA replication
18460	18475	PREF	DNA REPLICATION	NA replication
18690	18705	PREF	DNA REPLICATION	NA replication
18906	18921	PREF	DNA REPLICATION	NA replication
23018	23033	PREF	DNA REPLICATION	NA replication
32608	32623	PREF	DNA REPLICATION	NA Replication
37874	37889	PREF	DNA REPLICATION	NA Replication
ID: GO:0042995
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
12482	12498	SYN	CELLULAR PROCESS	ellular process
ID: GO:0009987
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
12482	12498	PREF	CELLULAR PROCESS	ellular process
ID: GO:0007049
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
12701	12711	PREF	CELL CYCLE	ell cycle
38736	38746	PREF	CELL CYCLE	ell cycle
ID: GO:0006325
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
14638	14660	PREF	CHROMATIN ORGANIZATION	hromatin organization
ID: GO:0004530
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
14719	14726	SYN	DNASE I	Nase I
29838	29845	SYN	DNASE I	Nase I
29922	29929	SYN	DNASE I	Nase I
40921	40928	SYN	DNASE I	Nase I
ID: GO:0097444
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
18073	18087	SYN	DENSE MATERIAL	ense material
35609	35623	SYN	DENSE MATERIAL	ense material
ID: GO:0009792
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
18358	18371	SYN	EMBRYOGENESIS	mbryogenesis
24300	24313	SYN	EMBRYOGENESIS	mbryogenesis
ID: GO:0009793
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
18358	18371	SYN	EMBRYOGENESIS	mbryogenesis
24300	24313	SYN	EMBRYOGENESIS	mbryogenesis
ID: GO:0009790
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
18358	18371	SYN	EMBRYOGENESIS	mbryogenesis
24300	24313	SYN	EMBRYOGENESIS	mbryogenesis
ID: GO:0051301
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
19247	19260	PREF	CELL DIVISION	ell division
ID: GO:0008219
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
19265	19275	PREF	CELL DEATH	ell death
ID: GO:0010369
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
20673	20685	PREF	CHROMOCENTER	hromocenter
40613	40625	PREF	CHROMOCENTER	hromocenter
40663	40675	PREF	CHROMOCENTER	hromocenter
ID: GO:0007114
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
21554	21561	SYN	BUDDING	udding
ID: GO:0006401
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
26524	26539	SYN	RNA DEGRADATION	NA degradation
ID: GO:0009056
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
26528	26539	SYN	DEGRADATION	egradation
ID: GO:0035805
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
27933	27947	SYN	ZONA PELLUCIDA	ona pellucida
ID: GO:0006412
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
28977	28988	PREF	TRANSLATION	ranslation
34410	34421	PREF	TRANSLATION	ranslation
ID: GO:0007586
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
29257	29266	PREF	DIGESTION	igestion
29863	29872	PREF	DIGESTION	igestion
30029	30038	PREF	DIGESTION	igestion
40949	40958	PREF	DIGESTION	igestion
ID: GO:0004201
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
29333	29336	SYN	ICE	ce
30234	30237	SYN	ICE	ce
ID: GO:0004175
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
30016	30026	SYN	PROTEINASE	roteinase
ID: GO:0035825
StartIndex	EndIndex	GO:ID	Term	OntologyTerm	MatchType
